,YSI HOV VP-1,Density,T70,pmi,y,y_sem
1,1658.4738837039713,0.7211000000000001,106.74444444444444,0.9604526971982218,-0.8998992199180391,0.14529669749916052
2,2938.808192298974,0.722025,133.17592592592592,1.4122487512710717,-0.09289775218869051,0.11967884606901902
3,1809.9516475822875,0.73495,117.52777777777779,0.9673088535329406,-0.7172391668334374,0.14202916914194952
4,2605.657120413867,0.734625,132.1984126984127,1.3949408755465398,-0.2987016370489514,0.10762228769006259
5,2655.3606531914465,0.7573249999999999,125.80555555555556,1.4004234009841492,-0.11127391490293699,0.14646517882982701
6,2574.1659250736802,0.7341499999999999,130.94444444444446,1.3791247292164754,-0.1733496027414219,0.15917942493648876
7,2027.3406228894864,0.720775,109.24747474747474,1.035036419250102,-0.8563051619284215,0.19191040579536037
8,2088.847874630589,0.71905,119.08333333333333,1.0484349227393415,-0.6713710472513064,0.17222906700641444
9,4065.905165209003,0.7454000000000001,126.81666666666666,2.064469817480199,0.32822090768344886,0.09739160626564371
10,3998.955877922419,0.76435,143.53968253968253,2.1013392052673523,1.1783155717337277,0.06961731580667423
11,2259.1733557525254,0.759625,121.89814814814817,1.359899742437468,-0.2924309002228929,0.18140426770738444
12,4139.515469493265,0.751675,135.03703703703704,2.160485947766479,0.7644527619305447,0.07623973503167931
13,4064.1463027411655,0.753975,132.09829059829062,1.9701950121878842,0.5208189366527821,0.09614668304112896
14,2784.023391575234,0.722325,114.0432098765432,1.385566728505416,-0.6533477966845125,0.17802777837620273
15,2207.746661876248,0.7427499999999999,117.2,1.2771713922799246,-0.4348099358109732,0.1380169727336107
16,2208.146565855913,0.76355,122.14285714285715,1.3006412280520623,0.28982003090544295,0.18037530495904583
20,1471.4065044080014,0.742475,112.66666666666667,0.8944556179473413,-0.608183568676713,0.20318849330818523
21,2018.299299244934,0.775375,124.0,1.3239580784851077,0.3268844162155545,0.10221214338346653
22,1391.2572474630151,0.7371,112.14814814814815,0.8747411573904872,-0.82655315973146,0.1679052754730407
23,2200.256521367464,0.74755,132.712962962963,1.3484594768653304,0.14543450325429003,0.08061187694052649
24,1985.1111049019257,0.7422,130.03333333333333,1.242721643142573,-0.37111280943484065,0.16511278735851573
25,3141.1208462882314,0.7702249999999999,138.64444444444445,1.8996831861440522,1.2875398152340656,0.067033772023529
26,3595.26086102296,0.7593,136.08333333333334,2.029659650643462,0.9199179356714612,0.1250930559051429
27,2299.213775546864,0.743375,134.94444444444443,1.2805825917161233,-0.17718167273639432,0.1281986876334056
28,2116.314859505099,0.769925,121.97222222222223,1.286278151167829,0.08047510632633081,0.12648125000925017
30,2809.8604480072236,0.750775,130.7037037037037,1.6057378368755686,0.38694921282597866,0.07287323408406667
31,2715.246100246092,0.7742,133.1,1.6493926055848587,0.9116032778175679,0.08929187946442191
